target_slug,target,kind,crop_slug,crop,product_slug,product,klass,reg_no,reg_until,norm_raw,dose_per_10l,method,wait_days,max_treatments,hazard_bees,page
askohitoz,аскохитоз,болезнь,ogurets,огурец,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,25-50 г/10 лводы,25–50 г,"Полив в лунку при посадке, последующий – под корень растения через 2-3 недели",,2,III,356
askohitoz,аскохитоз,болезнь,ogurets,огурец,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,15 г/10 лводы,15 г,Опрыскивание в период начало цветения – плодоношение,,1,III,356
bakterioz,бактериоз,болезнь,kapusta,капуста,albit,Альбит,фунгицид,081-02-2950-1,22.12.2030,1 мл/1 лводы,10 мл,Предпосевное замачивание семян в течение 3 часов,,1,III,436
bakterioz,бактериоз,болезнь,kapusta,капуста,albit,Альбит,фунгицид,081-02-2950-1,22.12.2030,1 мл/1 лводы,10 мл,Предпосевное замачивание семян в течение 3 часов,,1,III,436
bakterioz,бактериоз,болезнь,kapusta,капуста,albit,Альбит,фунгицид,081-02-2950-1,22.12.2030,1 мл/10 лводы,1 мл,"Опрыскивание в фазе 3-5 настоящих листьев, последующие с интервалом 15 дней",,2,III,436
bakterioz,бактериоз,болезнь,kapusta,капуста,bisolbisan,БисолбиСан,фунгицид,174-02-4328-1,20.12.2033,2 мл/л воды,20 мл,Предпосевное замачивание семян в течение 1-2 часов с последующим просушиванием в тени,,1,III,310
bakterioz,бактериоз,болезнь,kapusta,капуста,bisolbisan,БисолбиСан,фунгицид,174-02-4328-1,20.12.2033,20-30 мл/10-15 лводы,,"Полив рассады под корень 0,2% рабочим раствором перед высадкой в грунт",,1,III,310
bakterioz,бактериоз,болезнь,kapusta,капуста,bisolbisan,БисолбиСан,фунгицид,174-02-4328-1,20.12.2033,20 мл/4 лводы,50 мл,"Опрыскивание по вегетации: первое через 10-14 дней после высадки рассады на постоянное место, последующее – через 2-3 недели",,2,III,310
bakterioz,бактериоз,болезнь,kapusta,капуста,gamair,Гамаир,фунгицид,139-02-2349-1,14.08.2029,5-10 таб./10 л,5–10 таб,"Опрыскивание растений в фазу 4-5 настоящих листьев, затем с интервалом 15- 20 дней",,3,III,332
bakterioz,бактериоз,болезнь,kapusta,капуста,stakkato,Стаккато,фунгицид,018-02-10081-1,17.08.2036,50 мл/2-4 лводы,,"Опрыскивание в период вегетации, последнее – за 10 дней до уборки урожая.",,4,III,297
bakterioz,бактериоз,болезнь,kapusta,капуста,stakkato,Стаккато,фунгицид,018-02-10081-1,17.08.2036,30 мл/30 мл воды,,Обработка при закладке на хранение.,,1,III,297
bakterioz,бактериоз,болезнь,kapusta,капуста,tetris,Тетрис,фунгицид,101(008)-02-3940-1,09.01.2033,25 г/10 лводы,25 г,"Полив рассады в фазе 2-3-х настоящих листьев с расходом рабочей жидкости 0,3-0,5л/м², повторный полив в лунку при высадке рассады на постоянное место",,2,III,358
bakterioz,бактериоз,болезнь,kapusta,капуста,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,3 г/10 л воды,3 г,Предпосевное замачивание семян в течение 1-2 часов с последующим просушиванием в тени,,1,III,354
bakterioz,бактериоз,болезнь,kapusta,капуста,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,25-50 г/10 лводы,25–50 г,"Полив рассады под корень в фазе 2-3-х настоящих листьев, повторный полив в лунку при высадке рассады на постоянное место",,2,III,354
bakterioz,бактериоз,болезнь,kapusta,капуста,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,25-50 г/10 лводы,25–50 г,"Полив рассады под корень в фазе 2-3-х настоящих листьев, повторный полив в лунку при высадке рассады на постоянное место",,2,III,354
bakterioz,бактериоз,болезнь,kapusta,капуста,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,30 г/5-10 лводы,,Опрыскивание после высадки на постоянное место при появлении первых признаков одного из заболеваний.,,1,III,354
bakterioz,бактериоз,болезнь,kapusta,капуста,trihodermaveride-471,ТриходермаВериде 471,фунгицид,008-02-1364-1,01.02.2027,3 г/10 л воды,3 г,Предпосевное замачивание семян в течение 1-2 часов с последующим просушиванием в тени,,1,III,355
