regulation_id,target_slug,target,kind,latin
236,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
236,sovka,совка,вредитель,
237,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
237,sovka,совка,вредитель,
238,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
238,lugovoy-motylek,луговой мотылек,вредитель,
239,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
239,miniruyuschaya-mol,минирующая моль,вредитель,
239,ognevka,огневка,вредитель,
239,sovka,совка,вредитель,
240,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
241,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
241,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
241,pyadenitsa,пяденица,вредитель,
241,shelkopryad,шелкопряд,вредитель,Ocneria dispar
242,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
242,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
242,ognevka,огневка,вредитель,
242,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
243,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
243,klop,клоп,вредитель,
243,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
243,miniruyuschaya-mol,минирующая моль,вредитель,
243,pyadenitsa,пяденица,вредитель,
243,shelkopryad,шелкопряд,вредитель,Ocneria dispar
244,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
244,klop,клоп,вредитель,
244,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
244,miniruyuschaya-mol,минирующая моль,вредитель,
244,pyadenitsa,пяденица,вредитель,
244,shelkopryad,шелкопряд,вредитель,Ocneria dispar
245,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
245,klop,клоп,вредитель,
245,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
245,miniruyuschaya-mol,минирующая моль,вредитель,
245,pyadenitsa,пяденица,вредитель,
245,shelkopryad,шелкопряд,вредитель,Ocneria dispar
246,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
246,ognevka,огневка,вредитель,
247,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
247,ognevka,огневка,вредитель,
248,klop,клоп,вредитель,
249,klop,клоп,вредитель,
250,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
250,pyadenitsa,пяденица,вредитель,
250,sovka,совка,вредитель,
250,shelkopryad,шелкопряд,вредитель,Ocneria dispar
251,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
251,pyadenitsa,пяденица,вредитель,
251,sovka,совка,вредитель,
251,shelkopryad,шелкопряд,вредитель,Ocneria dispar
252,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
252,pyadenitsa,пяденица,вредитель,
252,sovka,совка,вредитель,
252,shelkopryad,шелкопряд,вредитель,Ocneria dispar
253,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
253,klop,клоп,вредитель,
253,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
254,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
254,klop,клоп,вредитель,
254,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
255,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
255,klop,клоп,вредитель,
255,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
256,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
257,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
258,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
259,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
259,miniruyuschaya-mol,минирующая моль,вредитель,
259,ognevka,огневка,вредитель,
259,sovka,совка,вредитель,
260,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
261,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
261,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
261,miniruyuschaya-mol,минирующая моль,вредитель,
261,pyadenitsa,пяденица,вредитель,
261,shelkopryad,шелкопряд,вредитель,Ocneria dispar
262,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
262,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
262,ognevka,огневка,вредитель,
262,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
263,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
263,sovka,совка,вредитель,
264,miniruyuschaya-mol,минирующая моль,вредитель,
265,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
265,sovka,совка,вредитель,
266,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
266,sovka,совка,вредитель,
267,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
267,sovka,совка,вредитель,
268,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
268,sovka,совка,вредитель,
269,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
269,miniruyuschaya-mol,минирующая моль,вредитель,
269,sovka,совка,вредитель,
270,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
270,lugovoy-motylek,луговой мотылек,вредитель,
271,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
271,sovka,совка,вредитель,
272,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
272,sovka,совка,вредитель,
273,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
273,miniruyuschaya-mol,минирующая моль,вредитель,
274,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
275,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
275,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
275,pyadenitsa,пяденица,вредитель,
275,shelkopryad,шелкопряд,вредитель,Ocneria dispar
276,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
276,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
277,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
277,sovka,совка,вредитель,
278,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
278,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
278,listogryzuschie-vrediteli,листогрызущие вредители,вредитель,
278,pyadenitsa,пяденица,вредитель,
278,shelkopryad,шелкопряд,вредитель,Ocneria dispar
279,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
279,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
279,listogryzuschie-vrediteli,листогрызущие вредители,вредитель,
279,pyadenitsa,пяденица,вредитель,
279,shelkopryad,шелкопряд,вредитель,Ocneria dispar
280,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
280,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
280,pyadenitsa,пяденица,вредитель,
280,shelkopryad,шелкопряд,вредитель,Ocneria dispar
281,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
281,pililschik,пилильщик,вредитель,Hoplocampa brevis Klug.
281,pyadenitsa,пяденица,вредитель,
281,shelkopryad,шелкопряд,вредитель,Ocneria dispar
282,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
283,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
283,miniruyuschaya-mol,минирующая моль,вредитель,
283,sovka,совка,вредитель,
284,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
285,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
285,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
286,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
286,sovka,совка,вредитель,
287,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
287,sovka,совка,вредитель,
288,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
288,sovka,совка,вредитель,
289,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
289,sovka,совка,вредитель,
290,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
290,lugovoy-motylek,луговой мотылек,вредитель,
291,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
291,miniruyuschaya-mol,минирующая моль,вредитель,
292,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
292,sovka,совка,вредитель,
293,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
293,miniruyuschaya-mol,минирующая моль,вредитель,
294,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
294,sovka,совка,вредитель,
295,belokrylka,белокрылка,вредитель,
296,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
296,tlya,тля,вредитель,Aphis gossypii Glov.
297,tripsy,трипсы,вредитель,
298,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
298,miniruyuschaya-mol,минирующая моль,вредитель,
299,belokrylka,белокрылка,вредитель,
300,gusenitsy,гусеницы,вредитель,Mamestra brassicae L.
300,tlya,тля,вредитель,Aphis gossypii Glov.
301,tripsy,трипсы,вредитель,
302,saranchovye,саранчовые,вредитель,
303,saranchovye,саранчовые,вредитель,
304,saranchovye,саранчовые,вредитель,
305,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
305,miniruyuschaya-mol,минирующая моль,вредитель,
305,tsvetoed,цветоед,вредитель,
306,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
306,pyavitsa,пьявица,вредитель,Oulema melanopus
306,tlya,тля,вредитель,Aphis gossypii Glov.
306,tripsy,трипсы,вредитель,
306,tsikadki,цикадки,вредитель,
307,sovka,совка,вредитель,
308,tlya,тля,вредитель,Aphis gossypii Glov.
309,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
309,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
310,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
311,sovka,совка,вредитель,
312,tlya,тля,вредитель,Aphis gossypii Glov.
