reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
126-03-9924-1,Ассегай,terbutilazin,Тербутилазин,187.5,г/л
178-03-2167-1,Ассолюта,2-4-d,"2,4-Д",300.0,г/л
178-03-2167-1,Ассолюта,florasulam,Флорасулам,5.35,г/л
178-03-2429-1,Ассолюта Прайм,2-4-d,"2,4-Д",410.0,г/л
178-03-2429-1,Ассолюта Прайм,florasulam,Флорасулам,15.0,г/л
050-03-4488-1,Астэрикс,2-4-d,"2,4-Д",300.0,г/л
050-03-4488-1,Астэрикс,florasulam,Флорасулам,6.25,г/л
997-01-9932-1,Асфицид Био,maltodekstrin,Мальтодекстрин,700.0,г/л
066-01-9798-1,Атаброн,hlorfluazuron,Хлорфлуазурон,107.0,г/л
066-01-9802-1,Атаброн,hlorfluazuron,Хлорфлуазурон,107.0,г/л
066-01-831-1,Атаброн,hlorfluazuron,Хлорфлуазурон,107.0,г/л
023(197)-02-2468-1,Атлант,propikonazol,Пропиконазол,250.0,г/л
023-02-1368-1,Атлант Супер,propikonazol,Пропиконазол,250.0,г/л
023-02-1368-1,Атлант Супер,tsiprokonazol,Ципроконазол,80.0,г/л
012-07-772-1,Атлет,hlormekvathlorid,Хлормекватхлорид,600.0,г/л
002-03-3781-1,АтронПро,imazapir,Имазапир,250.0,г/кг
002-03-3781-1,АтронПро,sulfometuron-metil,Сульфометурон-метил,75.0,г/кг
010(038)-02-3624-1,Аттик,difenokonazol,Дифеноконазол,30.0,г/л
010(038)-02-3624-1,Аттик,tsiprokonazol,Ципроконазол,6.3,г/л
528-02-3701-1,Афродита 250,azoksistrobin,Азоксистробин,250.0,г/л
201-02-3172-1,Аффет,pentiopirad,Пентиопирад,200.0,г/л
018-03-1049-1,Ацетал Про,propizohlor,Пропизохлор,720.0,г/л
018-03-9792-0,Ацетал Про,propizohlor,Пропизохлор,720.0,г/л
063-02-2250-1,Ацидан,mankotseb,Манкоцеб,640.0,г/кг
063-02-2250-1,Ацидан,metalaksil,Металаксил,80.0,г/кг
050(360)-03-2966-1,Ацифект,atsifluorfen,Ацифлуорфен,250.0,г/л
184(026)-02-3902-1,Аякс,azoksistrobin,Азоксистробин,200.0,г/л
184(026)-02-3902-1,Аякс,difenokonazol,Дифеноконазол,125.0,г/л
102-03-502-1,БАМБУ,klomazon,Кломазон,480.0,г/л
430-02-1644-1,БФТИМ КС-2,bacillus-amyloliquefaciens,Bacillus amyloliquefaciens,1000000000.0,КОЕ/Мл
590(297)-02-2658-1,Багрец,azoksistrobin,Азоксистробин,21.0,г/л
590(297)-02-2658-1,Багрец,fludioksonil,Флудиоксонил,50.0,г/л
014-03-2416-1,Базагран,bentazon,Бентазон,480.0,г/л
029-03-2705-1,Базис,rimsulfuron,Римсульфурон,500.0,г/кг
029-03-2705-1,Базис,tifensulfuron-metil,Тифенсульфурон-метил,250.0,г/кг
866-03-4080-1,Базис Форте,izoksadifen-etil,Изоксадифен-этил,111.11,г/кг
866-03-4080-1,Базис Форте,rimsulfuron,Римсульфурон,148.14,г/кг
866-03-4080-1,Базис Форте,tifensulfuron-metil,Тифенсульфурон-метил,92.6,г/кг
063-02-2251-1,Байзафон,triadimefon,Триадимефон,250.0,г/кг
021-02-4279-0,Байсайд,azoksistrobin,Азоксистробин,15.0,г/л
021-02-9933-0,Байсайд,azoksistrobin,Азоксистробин,15.0,г/л
021-02-4279-0,Байсайд,protiokonazol,Протиоконазол,40.0,г/л
021-02-9933-0,Байсайд,protiokonazol,Протиоконазол,40.0,г/л
021-02-4279-0,Байсайд,fludioksonil,Флудиоксонил,30.0,г/л
021-02-9933-0,Байсайд,fludioksonil,Флудиоксонил,30.0,г/л
019-03-1211-1,Бакара Форте,diflyufenikan,Дифлюфеникан,120.0,г/л
019-03-1211-1,Бакара Форте,flurtamon,Флуртамон,120.0,г/л
019-03-1211-1,Бакара Форте,flufenatset,Флуфенацет,120.0,г/л
242-01-1501-1,Баксис,bacillus-subtilis,Bacillus subtilis,1000000000.0,КОЕ/Мл
008-02-2339-1,Бактерра,bacillus-subtilis,Bacillus subtilis,1000000000.0,КОЕ/г
034-02-2049-1,Бактофит,bacillus-subtilis,Bacillus subtilis,2000000000.0,спор/Мл
034-02-3860-1,Бактофит,bacillus-subtilis,Bacillus subtilis,2000000000.0,спор/Мл
283-02-2257-1,Бактофорт,bacillus-amyloliquefaciens,Bacillus amyloliquefaciens,2500000000.0,КОЕ/Мл
283-02-2257-1,Бактофорт,bacillus-subtilis,Bacillus subtilis,2500000000.0,КОЕ/Мл
015-02-3893-1,Балая,mefentriflukonazol,Мефентрифлуконазол,100.0,г/л
015-02-3893-1,Балая,piraklostrobin,Пираклостробин,100.0,г/л
021-03-4447-1,Балерина,2-4-d,"2,4-Д",410.0,г/л
021-03-4447-1,Балерина,florasulam,Флорасулам,7.4,г/л
021-03-2797-1,Балерина Супер,2-4-d,"2,4-Д",410.0,г/л
021-03-2797-1,Балерина Супер,florasulam,Флорасулам,15.0,г/л
021-03-2701-1,Балерина Форте,2-4-d,"2,4-Д",300.0,г/л
021-03-2701-1,Балерина Форте,pikloram,Пиклорам,37.5,г/л
021-03-2701-1,Балерина Форте,florasulam,Флорасулам,10.0,г/л
021-02-2633-1,Балий,azoksistrobin,Азоксистробин,120.0,г/л
021-02-2633-1,Балий,propikonazol,Пропиконазол,180.0,г/л
017-02-716-1,Балинт,imazalil,Имазалил,15.0,г/л
017-02-716-1,Балинт,tiabendazol,Тиабендазол,25.0,г/л
017-02-716-1,Балинт,flutriafol,Флутриафол,37.5,г/л
018-03-4213-1,Баллиста,mezosulfuron-metil,Мезосульфурон-метил,30.0,г/л
018-03-4213-1,Баллиста,mefenpir-dietil,Мефенпир-диэтил,90.0,г/л
018-03-4213-1,Баллиста,florasulam,Флорасулам,12.0,г/л
018-03-4213-1,Баллиста,flumetsulam,Флуметсулам,17.0,г/л
156-02-3256-1,Бампер Супер,propikonazol,Пропиконазол,90.0,г/л
156-02-3256-1,Бампер Супер,prohloraz,Прохлораз,400.0,г/л
041-03-943-1,Банвел,dikamba,Дикамба,480.0,г/л
041-03-9957-0,Банвел,dikamba,Дикамба,480.0,г/л
156-02-2422-1,Банджо Форте,dimetomorf,Диметоморф,200.0,г/л
156-02-2422-1,Банджо Форте,fluazinam,Флуазинам,200.0,г/л
019-03-3199-1,Бандур,aklonifen,Аклонифен,600.0,г/л
201-02-1687-1,Банко,hlorotalonil,Хлороталонил,500.0,г/л
999-07-9808-1,Баобаб,trineksapak-etil,Тринексапак-этил,250.0,г/л
002-01-2108-1,Баргузин,diazinon,Диазинон,100.0,г/кг
019-02-998-1,Баритон,protiokonazol,Протиоконазол,37.5,г/л
019-02-998-1,Баритон,fluoksastrobin,Флуоксастробин,37.5,г/л
019-02-2140-1,Баритон Супер,protiokonazol,Протиоконазол,50.0,г/л
019-02-2140-1,Баритон Супер,tebukonazol,Тебуконазол,10.0,г/л
019-02-2140-1,Баритон Супер,fludioksonil,Флудиоксонил,37.5,г/л
010-02-10029-0,Баркас,boskalid,Боскалид,500.0,г/кг
446-03-1529-1,Барон,bentazon,Бентазон,480.0,г/л
014-03(04)-2731-1,Баста,glyufosinat-ammoniy,Глюфосинат аммоний,150.0,г/л
082-03-4333-1,Бастер,bentazon,Бентазон,460.0,г/л
082-03-4333-1,Бастер,imazamoks,Имазамокс,25.0,г/л
126-02-9954-1,Бастион,fluazinam,Флуазинам,500.0,г/л
018-01-9868-0,Батардо,indoksakarb,Индоксакарб,105.0,г/л
018-01-9868-0,Батардо,lyufenuron,Люфенурон,90.0,г/л
178-02-3836-1,Батлер,fluazinam,Флуазинам,500.0,г/л
871-01(02)-4225-1,Батор,imidakloprid,Имидаклоприд,140.0,г/л
871-01(02)-4225-1,Батор,pentsikuron,Пенцикурон,150.0,г/л
021-01-2591-1,Батрайдер,alfa-tsipermetrin,Альфа-ципермeтрин,125.0,г/л
021-01-2591-1,Батрайдер,imidakloprid,Имидаклоприд,100.0,г/л
021-01-2591-1,Батрайдер,klotianidin,Клотианидин,50.0,г/л
010(038)-03-4137-1,Бегин,s-metolahlor,С-метолахлор,960.0,г/л
010-03-2431-1,Бегин Турбо,s-metolahlor,С-метолахлор,250.0,г/л
010-03-2431-1,Бегин Турбо,terbutilazin,Тербутилазин,250.0,г/л
021-01-2995-1,"Без названия, рег. № 021-01-2995-1",diazinon,Диазинон,40.0,г/кг
014-02-4291-0,Беллис,boskalid,Боскалид,252.0,г/кг
014-02-4291-0,Беллис,piraklostrobin,Пираклостробин,128.0,г/кг
019-01-1231-1,Белт,flubendiamid,Флубендиамид,480.0,г/л
018-02-9986-0,Белуджи,boskalid,Боскалид,30.0,г/л
018-02-9986-0,Белуджи,hlorotalonil,Хлороталонил,450.0,г/л
156-03-2129-1,Бельведер,desmedifam,Десмедифам,160.0,г/л
156-03-2129-1,Бельведер,fenmedifam,Фенмедифам,160.0,г/л
156-03-2255-1,Бельведер Форте,desmedifam,Десмедифам,100.0,г/л
156-03-2255-1,Бельведер Форте,fenmedifam,Фенмедифам,100.0,г/л
156-03-2255-1,Бельведер Форте,etofumezat,Этофумезат,200.0,г/л
018-02-2386-1,Беназол,benomil,Беномил,500.0,г/кг
489-01-2117-1,Беневия,tsiantraniliprol,Циантранилипрол,100.0,г/л
018-02-4385-1,Бенефис,imazalil,Имазалил,50.0,г/л
018-02-4385-1,Бенефис,metalaksil,Металаксил,40.0,г/л
018-02-4385-1,Бенефис,tebukonazol,Тебуконазол,30.0,г/л
018-02-3813-1,Бенефис Суприм,imazalil,Имазалил,50.0,г/л
018-02-3813-1,Бенефис Суприм,mefenoksama,Мефеноксама,20.0,г/л
018-02-3813-1,Бенефис Суприм,tebukonazol,Тебуконазол,30.0,г/л
018-03-3051-1,Бенито,bentazon,Бентазон,300.0,г/л
002-02-2478-1,Беномил 500,benomil,Беномил,500.0,г/кг
021-02-3859-1,Бенорад,benomil,Беномил,500.0,г/кг
070-03-3586-1,Бенрил,tribenuron-metil,Трибенурон-метил,750.0,г/кг
647-03-2892-1,Бентазолин,bentazon,Бентазон,480.0,г/л
050(360)-03-1060-1,Бентасил,bentazon,Бентазон,480.0,г/л
050-03-9771-0,Бентасил,bentazon,Бентазон,480.0,г/л
278-03-4117-1,Бентекс,bentazon,Бентазон,480.0,г/л
070-03-3877-1,Бентилон,bentazon,Бентазон,480.0,г/л
277-03-2091-1,Бентобел,bentazon,Бентазон,480.0,г/л
036-03-2734-1,Бентограм,bentazon,Бентазон,480.0,г/л
778-07-3395-1,Берелин,a7,А7,200.0,г/кг
778-07-3395-1,Берелин,gibberellinovye-kisloty-a4,Гиббереллиновые кислоты а4,200.0,г/кг
018-01-2828-1,Беретта,alfa-tsipermetrin-2,Альфа-циперметрин,30.0,г/л
018-01-2828-1,Беретта,bifentrin,Бифентрин,60.0,г/л
018-01-2828-1,Беретта,tiametoksam,Тиаметоксам,40.0,г/л
082-03-3867-1,Берилл,kletodim,Клетодим,120.0,г/л
082-03-9750-0,Берилл Макс,kletodim,Клетодим,240.0,г/л
810-07-3644-1,Беркана,3-indoliluksusnaya-kislota,3-индолилуксусная кислота,18.0,мг/л
810-07-3644-1,Беркана,alanin,Α-аланин,60.0,мг/л
810-07-3644-1,Беркана,glutaminovaya-kislota,Α-глутаминовая кислота,70.0,мг/л
097-03-2932-1,Бетакем,desmedifam,Десмедифам,71.0,г/л
097-03-2932-1,Бетакем,fenmedifam,Фенмедифам,91.0,г/л
097-03-2932-1,Бетакем,etofumezat,Этофумезат,112.0,г/л
019-03-901-1,Бетанал 22,desmedifam,Десмедифам,160.0,г/л
019-03-9685-0,Бетанал 22,desmedifam,Десмедифам,160.0,г/л
019-03-901-1,Бетанал 22,fenmedifam,Фенмедифам,160.0,г/л
019-03-9685-0,Бетанал 22,fenmedifam,Фенмедифам,160.0,г/л
019-03-903-1,Бетанал Прогресс ОФ,desmedifam,Десмедифам,71.0,г/л
019-03-903-1,Бетанал Прогресс ОФ,fenmedifam,Фенмедифам,91.0,г/л
019-03-903-1,Бетанал Прогресс ОФ,etofumezat,Этофумезат,112.0,г/л
019-03-902-1,Бетанал Эксперт ОФ,desmedifam,Десмедифам,71.0,г/л
019-03-9649-0,Бетанал Эксперт ОФ,desmedifama,Десмедифама,71.0,г/л
019-03-902-1,Бетанал Эксперт ОФ,fenmedifam,Фенмедифам,91.0,г/л
019-03-9649-0,Бетанал Эксперт ОФ,fenmedifam,Фенмедифам,91.0,г/л
019-03-902-1,Бетанал Эксперт ОФ,etofumezat,Этофумезат,112.0,г/л
019-03-9649-0,Бетанал Эксперт ОФ,etofumezat,Этофумезат,112.0,г/л
019-03-3931-1,Бетанал максПро,desmedifam,Десмедифам,47.0,г/л
019-03-3931-1,Бетанал максПро,lenatsil,Ленацил,27.0,г/л
019-03-3931-1,Бетанал максПро,fenmedifam,Фенмедифам,60.0,г/л
019-03-3931-1,Бетанал максПро,etofumezat,Этофумезат,75.0,г/л
082-03-10075-0,Бетаниум,desmedifam,Десмедифам,71.0,г/л
082-03-10075-0,Бетаниум,fenmedifam,Фенмедифам,91.0,г/л
082-03-10075-0,Бетаниум,etofumezat,Этофумезат,112.0,г/л
082-03-4628-0,Бетаниум 22,desmedifam,Десмедифам,160.0,г/л
082-03-4628-0,Бетаниум 22,fenmedifam,Фенмедифам,160.0,г/л
018-03-4399-0,Бетарен 22,desmedifam,Десмедифам,110.0,г/л
018-03-4399-0,Бетарен 22,fenmedifam,Фенмедифам,110.0,г/л
018-03-4909-0,Бетарен 320,g-l-desmedifama,Г/л десмедифама,160.0,г/л
018-03-4909-0,Бетарен 320,g-l-fenmedifama,Г/л фенмедифама,160.0,г/л
018-03-4910-0,Бетарен Макс,desmedifama,Десмедифама,80.0,г/л
018-03-4910-0,Бетарен Макс,fenmedifama,Фенмедифама,64.0,г/л
018-03-4910-0,Бетарен Макс,etofumezat,Этофумезат,126.0,г/л
018-03-2953-1,Бетарен Супер МД,desmedifam,Десмедифам,21.0,г/л
018-03-2953-1,Бетарен Супер МД,fenmedifam,Фенмедифам,63.0,г/л
018-03-2953-1,Бетарен Супер МД,etofumezat,Этофумезат,126.0,г/л
018-03-1918-1,Бетарен Экспресс АМ,desmedifam,Десмедифам,60.0,г/л
018-03-1918-1,Бетарен Экспресс АМ,fenmedifam,Фенмедифам,60.0,г/л
018-03-1918-1,Бетарен Экспресс АМ,etofumezat,Этофумезат,60.0,г/л
097-03-2096-1,Бетацвай,desmedifam,Десмедифам,160.0,г/л
097-03-2096-1,Бетацвай,fenmedifam,Фенмедифам,160.0,г/л
126-03-2027-1,Беташанс Дабл,desmedifama,Десмедифама,160.0,г/л
126-03-2027-1,Беташанс Дабл,fenmedifama,Фенмедифама,160.0,г/л
126-03-4002-1,Беташанс Трио,desmedifam,Десмедифам,71.0,г/л
126-03-4002-1,Беташанс Трио,fenmedifam,Фенмедифам,91.0,г/л
126-03-4002-1,Беташанс Трио,etofumezat,Этофумезат,112.0,г/л
142-03-940-1,Бетинол 22,desmedifam,Десмедифам,160.0,г/л
142-03-940-1,Бетинол 22,fenmedifam,Фенмедифам,160.0,г/л
058-01-1959-1,Би-58 Топ,dimetoat,Диметоат,400.0,г/л
351-07-1040-1,Бигус,guminovyh-kislot-kalievye-soli,Гуминовых кислот калиевые соли,25.0,г/л
178-03-2208-1,Бизон,bentazon,Бентазон,480.0,г/л
178-03-2860-1,Бизон Эдванс,bentazon,Бентазон,350.0,г/л
178-03-2860-1,Бизон Эдванс,tifensulfuron-metil,Тифенсульфурон-метил,2.0,г/л
085-01-3713-1,Биммер,dimetoat,Диметоат,400.0,г/л
046-01-4996-1,Бинадин,dimetoat,Диметоат,400.0,г/л
046-01-4744-1,Бинадин,dimetoat,Диметоат,400.0,г/л
101-02-5083-0,Бинал,bacillus-subtilis,Bacillus subtilis,10000000.0,КОЕ/см³
101-02-3361-1,Бинал,bacillus-subtilis,Bacillus subtilis,10000000.0,КОЕ/см³
101-02-5083-0,Бинал,trichoderma-viride,Trichoderma viride,1000000.0,КОЕ/см³
101-02-3361-1,Бинал,trichoderma-viride,Trichoderma viride,1000000.0,КОЕ/см³
173-01-1751-1,Биоcлип БТ,bacillus-thuringiensis,Bacillus thuringiensis,10000000000.0,КОЕ/г
253-07-2237-1,БиоЛарикс,digidrokvertsetin,Дигидрокверцетин,50.0,г/л
253-07-2237-1,БиоЛарикс,diterpenovye-spirty-i-uglevodorody,Дитерпеновые спирты и углеводороды,250.0,г/л
