reg_no,name,kind,use_product,registrant,ogrn,reg_date,reg_until,status,n_brands,brands
994-15-9736-1,Аммиак водный 10%,прочее,ЛС,"ООО ""СТК""",1163702065273,19.12.2025,бессрочно,Действует,0,
180-10-736-1,Аммиак водный технический,прочее,C,АО «Новомосковская акционерная компания «Азот»,1027100507378,31.07.2015,30.07.2025,Не действует,1,Б
180-15-4960-1,Аммиак водный технический,прочее,C,АО «НАК «Азот»,,29.07.2025,бессрочно,Действует,1,Б
188-10-4005-1,Аммиак водный технический,прочее,C,ОАО «КуйбышевАзот»,,07.03.2023,бессрочно,Действует,1,Б
302-15-1081-1,Аммиак водный технический,прочее,C,ОАО «МИНУДОБРЕНИЯ»,,17.06.2015,16.06.2025,Не действует,1,Б
335-15-1611-1,Аммиак водный технический,прочее,C,"КАО ""АЗОТ""",1024200705077,21.11.2017,20.11.2027,Действует,1,Б
413-15-1336-1,Аммиак водный технический,прочее,C,АО «Щекиноазот»,1027100507015,20.01.2017,19.01.2027,Действует,1,Б
444-11-1713-1,Аммиак водный технический,прочее,C,ООО «ГАЗПРОМ НЕФТЕХИМ САЛАВАТ»,1160280116138,01.02.2018,31.01.2028,Действует,1,Б
445-10-2768-1,Аммиак водный технический,прочее,C,АО «АПАТИТ»,1025100561012,16.07.2020,15.07.2030,Действует,1,Б
498-15-4381-1,Аммиак водный технический,прочее,C,АО «ТОЛЬЯТТИАЗОТ»,1026302004409,15.02.2024,бессрочно,Действует,1,Б
302-15-4971-1,Аммиак водный технический марка Б,прочее,C,"АО ""МИНУДОБРЕНИЯ""",1023601231840,05.08.2025,бессрочно,Действует,0,
325-10-770-1,Аммиакбезводный сжиженный,прочее,C,ПАО «Дорогобуж»,1026700535773,07.09.2015,06.09.2025,Не действует,2,Ак | Б
335-15-1585-1,Аммиакбезводный сжиженный,прочее,C,"КАО ""АЗОТ""",1024200705077,21.11.2017,20.11.2027,Действует,2,Ак | Б
302-15-1080-1,"Аммиакбезводный сжиженный марки Б, Ак",прочее,C,ОАО «МИНУДОБРЕНИЯ»,,17.06.2015,16.06.2025,Не действует,2,Б | Ак
211-15-2984-1,Аммоний кальций нитрат,кальциевое / известкование,ЛС,ПАО «Акрон»,1025300786610,21.01.2021,20.01.2031,Действует,4,А Премиум | В | С | Д
272-10-439-1,Аммофос,комплексное NPK,ЛС,ОАО «ГИДРОМЕТАЛЛУРГИЧЕСКИ Й ЗАВОД»,,27.10.2014,26.10.2024,Не действует,4,11:42 | 10:39 | 10:36 | 10:33
273-10-448-1,Аммофос,комплексное NPK,ЛС,ООО «ХимВосток»,,31.10.2014,30.10.2024,Не действует,2,52-12 | 46-10
311-10-4964-1,Аммофос,комплексное NPK,ЛС,ООО «ЕвроХим-БМУ»,1062303006930,30.07.2025,бессрочно,Действует,3,12:52 | 11:49 | 10:46
311-10-738-1,Аммофос,комплексное NPK,C,ООО «ЕвроХим-БМУ»,1062303006930,03.08.2015,02.08.2025,Не действует,3,12:52 | 11:49 | 10:46
321-10-4378-1,Аммофос,комплексное NPK,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,24.01.2024,бессрочно,Действует,4,10-46 | 10-48 | первый сорт | высший сорт
341-10-4963-1,Аммофос,комплексное NPK,ЛС,ООО «ПГ «Фосфорит»,1024701420127,30.07.2025,бессрочно,Действует,4,А (высший сорт) | А (первый сорт) | Б (высший сорт) | Б (первый сорт)
341-10-915-1,Аммофос,комплексное NPK,ЛС,ООО «ПГ «Фосфорит»,1024701420127,22.12.2015,21.12.2025,Не действует,2,А (высший сорт) | А (первый сорт)
445-10-3150-1,Аммофос,комплексное NPK,ЛС,АО «АПАТИТ»,1025100561012,28.05.2021,27.05.2031,Действует,2,10-48 | 10-46
605-10-2560-1,Аммофос,комплексное NPK,ЛС,ООО АЛМАЗ УДОБРЕНИЯ,1192651003511,05.03.2020,04.03.2030,Действует,5,12:39 | 11:42 | 10:39 | 10:36 | 10:33
812(813)-10-3652-1,Аммофос,комплексное NPK,ЛС,ООО «РУСФОСФАТ»,5187746013307,26.04.2022,бессрочно,Действует,1,"Б, высший сорт"
321-10-4023-1,"Аммофос высший сорт, первый сорт",комплексное NPK,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,17.12.2014,16.12.2024,Не действует,0,
445-10-4307-1,"Аммофос экстра, высший и первый сорт",комплексное NPK,ЛС,АО «АПАТИТ»,1025100561012,12.12.2023,бессрочно,Действует,0,
445-10-4232-1,"Аммофос, высший и первый сорт",комплексное NPK,ЛС,АО «АПАТИТ»,1025100561012,24.10.2023,бессрочно,Действует,0,
312-10-1654-1,"Аммофос, экстра, высший и первый сорт",комплексное NPK,ЛС,АО «АПАТИТ»,1025100561012,15.12.2014,14.12.2024,Не действует,0,
445-10-3473-1,АпаСил,прочее,ЛС,АО «АПАТИТ»,1025100561012,18.01.2022,17.01.2032,Действует,0,
201-13-3006-1,Аппетайзер,прочее,C,Ариста ЛайфСайенс С.А.С.,,08.02.2021,07.02.2031,Действует,0,
501-13-1961-1,Арксойл органоминеральное удобрение,биоудобрение,ЛС,ООО «НПО ЭКО ОЙЛ СЕРВИС»,,10.07.2018,09.07.2028,Действует,4,Арксойл ККР | Арксойл КНЭ | Арксойл ТПС | Арксойл БИО СП
399-11-1346-1,Асферт,прочее,ЛС,"АСФЕРТГЛОБАЛ, ЛДА",,25.01.2017,24.01.2027,Действует,11,Асферт Брентакс Са | Асферт Брентакс К Са | Асферт Брентакс Трипл | Асферт Брентакс РВ15 | Асферт Энермакс | АсфертХортасет | Асферт Помасет | Асферт С. Проген Финишер | Асферт С. ПрогенГроус | Асферт С. Проген Сайз | Асферт С. Проген Ферст
008-19-1512-1,Атлант,прочее,ЛС,ООО «Ваше хозяйство»,1025203566728,31.05.2017,30.05.2027,Действует,0,
399-10-4019-1,Атланте,комплексное NPK,ЛС,Атлантика Агрикола С.А.,,14.03.2023,13.03.2033,Действует,2,0-30-20 | Плюс 0-18-16
399-13-1290-1,Атланте-К,прочее,C,Атлантика Агрикола С.А.,,12.12.2016,11.12.2026,Действует,0,
673-19-3044-1,Атува,прочее,C,Ризобактер Аргентина С.А.,,04.03.2021,03.03.2031,Действует,0,
854-13-4209-1,Афоскалин,комплексное NPK,ЛС,ООО Праймагро,1195081032596,26.09.2023,25.09.2033,Действует,8,Афоскалин Базовый | Афоскалин Универсал | Афоскалин Рост | Афоскалин Зерновые | Афоскалин Масличные | Афоскалин Бобовые | Афоскалин Технические | Афоскалин Плодовые
090-19-3219-1,Б-300,прочее,C,Байер Агрикалче БВ,,26.04.2018,25.04.2028,Действует,0,
604-18-2533-1,БЛЭКДЖЕК,прочее,ЛС,СОФБЕЙ С.А.,,19.02.2020,18.02.2030,Действует,0,
201-13-2742-1,БМ-86,прочее,ЛС,Ариста ЛайфСайенс С.А.С.,,08.07.2020,07.07.2030,Действует,0,
016-13-4033-1,БОГАТЫЙ,комплексное NPK,ЛС,ООО «НВП «БашИнком»,1020202557121,16.03.2023,15.03.2033,Действует,3,"5:6:9, 8:3:11 | Овощи,ягоды, газон, цветы | Дом"
241-10-2518-1,БФ-1,прочее,Л,"АО ""РУСИНХИМ""",1027739335580,22.12.2015,21.12.2025,Не действует,0,
241-11-9702-1,БФ-1,прочее,Л,"АО ""РУСИНХИМ""",1027739335580,03.12.2025,бессрочно,Действует,0,
785-19-3452-0,БакСиб (продукция серии ЭМ),прочее,ЛС,ООО ЭМ-Биотех,1025400527580,10.02.2022,09.02.2032,Действует,3,БакСиб Р | БакСиб Ф | БакСиб К
461-19-4639-1,Бактериальное удобрение Азотовит,биоудобрение,ЛС,ООО «ДЕЛЬТАБИО»,1047796448810,18.12.2017,17.12.2027,Действует,0,
585-11-4206-1,БашПОЛИМИК,микроудобрение,C,Кузнецова Мария Вячеславовна,304027214000089,20.09.2023,бессрочно,Действует,6,Микс | Семена | Mo | Cu-Zn | Cu | NSMg
326-12-773-1,Белит,прочее,C,ОАО «Челябинский электрометаллургический комбинат»,1027402319361,11.09.2015,10.09.2025,Не действует,2,Б-1 | Б-2
292-13-4394-1,Бенефит ПЗ,прочее,C,Валагро С.п.А.,,30.01.2024,29.01.2034,Действует,0,
291-18-4948-1,Берес,микроудобрение,ЛС,ООО НПК «Берес»,1135476047552,17.07.2025,16.07.2035,Действует,8,Берес-4 | Берес-8 | Берес-8 Азот | Берес Бор | Берес-8 Бор | Берес-8 Бор Молибден | Берес-8 Сера | Берес-8 Цинк
291-13-615-1,Берес Супер,комплексное NPK,ЛС,ООО НПК «Берес»,1135476047552,30.03.2015,29.03.2025,Не действует,3,Берес Супер экстракт морских водорослей универсальный | Берес Супер экстракт морских водорослей марка В | Берес Супер экстракт морских водорослей марка С
291-13-4946-1,Берес экстракт морских водорослей,прочее,ЛС,ООО НПК «Берес»,1135476047552,07.07.2025,06.07.2035,Действует,0,
700-17-3134-1,Бесхлорный калий гранулированный,калийное,ЛС,ООО ТЕХСЕРВИС,1182901016418,14.05.2021,13.05.2031,Действует,0,
630-13-3894-1,Биго,прочее,C,УАБ Икараи,,01.12.2022,30.11.2032,Действует,5,Биго В | Биго С | Биго Рутс | Инфра Про | Револт
693-21-3988-1,Био Холд,биоудобрение,C,Столлер Европа СЛЮ,,22.02.2023,21.02.2033,Действует,0,
585-19-3467-1,БиоАзФК,биоудобрение,ЛС,Кузнецова Мария Вячеславовна,304027214000089,19.01.2022,18.01.2032,Действует,0,
892-19-4234-1,БиоСинергин,биоудобрение,ЛС,ООО ПКБ КОНСТАНТА+,1057747290215,25.10.2023,24.10.2033,Действует,2,БиоСинергин-П | БиоСинергин-Л
466-19-3154-1,Биовайс,биоудобрение,ЛС,ООО «ПлантаПлюс»,1047000204096,20.05.2021,19.05.2031,Действует,2,жидкий | сухой
940-13-4652-1,Биогель,биоудобрение,ЛС,ООО АГРОБИЗНЕС,1172375022940,09.08.2024,08.08.2034,Действует,8,Старт | Биостим | Форте | Комплекс | Амино | Актив | Универсал | Профи
457-14-1634-1,Биогрунт Универсальный,грунт / субстрат,,ООО ГЕРА,1025003176703,07.12.2017,06.12.2027,Действует,26,"Бигрунт для Декоративно-лиственных | Биогрунт для Декоративно-цветущих | Биогрунт для Кактусов и Суккулентов | Биогрунт для Орхидей | Биогрунт для Пальм и Фикусов | Биогрунт для Роз | Биогрунт для Фиалок | Биогрунт для Цитрусовых | Биогрунт Универсальный | Биогрунт Цветочный | Почвогрунт 3Д для Хвойных деревьев и кустарников | Почвогрунт 3Д Универсальный | Почвогрунт 3Д Цветочный | Почвогрунт Д3 Садовая | Почвогрунт Д3 Универсальная | Почвогрунт Кева для Овощей | Почвогрунт Кева для Рассады | Почвогрунт Кева для Рассады и Овощей | Почвогрунт Кева для Томатов, Перцев и Баклажанов | Почвогрунт Кева Живая Земля | Почвогрунт Кева Живая Почва | Почвогрунт Кева Органик | Почвогрунт Кева Универсальный | Почвогрунт ТН | Почвогрунт ТТ | Почвогрунт НТ"
