reg_no,name,slug,form,conc,klass,registrant,ogrn,hazard_human,hazard_bees,reg_date,reg_until,status,has_lph
322-01-946-1,Альфаплан,alfaplan,КС,200 г/л Альфа-ципермeтрин,инсектицид,Ариста ЛайфСайенс Бенилюкс СПРЛ,,III,I,16.04.2015,15.04.2025,Не действует,0
682-03-4521-1,Альфард,alfard,ВР,250 г/л фомесафен,гербицид,ООО «НПК ХИМИЯ»,1197746012199,III,III,22.04.2024,21.04.2034,Действует,0
098-07-564-1,Альфастим,alfastim,ВЭ,100 г/л Тритерпеновые кислоты,регулятор роста,ООО «ПОЛИДОН Агро»,1127747201713,III,III,19.02.2015,18.02.2025,Не действует,1
070-01-3367-1,Альфатек,alfatek,КЭ,100 г/л Альфа-ципермeтрин,инсектицид,ООО «АГРОМИР»,1187746148424,III,I,16.11.2021,15.11.2031,Действует,0
682(913)-01-4415-1,Альфацин,alfatsin,КЭ,100 г/л Альфа-ципермeтрин,инсектицид,"ООО «НПК ХИМИЯ», ООО ХИМСНАБ","1197746012199, 1072312011617",III,I,06.03.2024,24.03.2032,Действует,1
050(360)-01-4461-1,Альфашанс,alfashans,КЭ,100 г/л Альфа-ципермeтрин,инсектицид,"ЗАО «ФМРус», ООО «АГРОХИМИНВЕСТ","1097746208207, 1027743011207",III,I,25.03.2024,24.03.2034,Действует,0
085-01-4163-1,Альфин,alfin,ТАБ,560 г/кг Алюминия фосфид,инсектицид,ООО «Ярило»,1083123001500,I,-,20.07.2023,19.07.2033,Действует,0
097-03-2421-1,Аметил,ametil,ВРК,"500 г/л МЦПА кислоты (смесь диметиламинной, калиевой, натриевой солей)",гербицид,ООО «АГРус»,5087746677893,II,III,06.11.2019,05.11.2029,Действует,0
002-03-2086-1,Аминка,aminka,ВР,"600 г/л 2,4-Д (диметиламинная соль)",гербицид,ООО «АГРУСХИМ»,1057747562509,II,III,31.01.2019,30.01.2029,Действует,0
097-03-3362-1,Аминка Трио,aminka-trio,СЭ,"300 г/л 2,4-Д кислота (2-этилгексиловый эфир) + 51 г/л пиклорам + 6,25 г/л флорасулам",гербицид,"+ 51 г/л пиклорам + 6,25 г/л флорасулам) ООО «АГРус»",5087746677893,II,III,10.11.2021,09.11.2031,Действует,0
002-03-4928-1,Аминка ФЛО,aminka-flo,СЭ,"410 г/л 2,4-Д кислота (сложный 2-этилгексиловый эфир) + 15 г/л флорасулам",гербицид,+ 15 г/л флорасулам) ООО «АГРУСХИМ»,1057747562509,II,III,25.06.2025,24.06.2035,Действует,0
097-03-899-1,Аминка ФЛО,aminka-flo,КЭ,"550 г/л 2,4-Д (малолетучие эфиры С7-С9) + 7,4 г/л флорасулам",гербицид,"+ 7,4 г/л флорасулам) ООО «АГРус»",5087746677893,II,III,16.12.2015,15.12.2025,Не действует,0
002-03-2087-1,Аминка ЭФ,aminka-ef,КЭ,"550 г/л 2,4-Д (малолетучие эфиры С7-С9)",гербицид,ООО «АГРУСХИМ»,1057747562509,II,III,31.01.2019,30.01.2029,Действует,0
156-03-1748-1,Аминопелик,aminopelik,ВР,"600 г/л 2,4-Д (диметиламинная соль)",гербицид,ООО «АДАМА РУС»,1062310039934,II,III,05.02.2018,04.02.2028,Действует,0
971-01-9926-0,Аминтас,amintas,КС,600 г/л Тиаметоксам,инсектицид,"ООО ""ПРОЛАЙН""",1230200002020,III,-,29.04.2026,28.04.2029,Действует,0
041-02-1854-1,Амистар Голд,amistar-gold,СК,125 г/л Азоксистробин + 125 г/л Дифеноконазол,фунгицид,ООО «Сингента»,1037739325271,III,III,05.04.2018,04.04.2028,Действует,0
041-02-2059-1,Амистар Нэкст,amistar-nekst,МД,200 г/л Азоксистробин + 80 г/л Ципроконазол,инсектицид,ООО «Сингента»,1037739325271,III,III,16.11.2018,15.11.2028,Действует,0
041-02-2676-1,Амистар Топ,amistar-top,СК,200 г/л Азоксистробин + 125 г/л Дифеноконазол,фунгицид,ООО «Сингента»,1037739325271,III,III,26.05.2020,25.05.2030,Действует,0
041-02-2485-1,Амистар Трио,amistar-trio,КЭ,125 г/л Пропиконазол + 100 г/л Азоксистробин + 30 г/л Ципроконазол,фунгицид,ООО «Сингента»,1037739325271,II,III,05.12.2019,04.12.2029,Действует,0
041-02-2076-1,Амистар Экстра,amistar-ekstra,СК,200 г/л Ципроконазол + 80 г/л Азоксистробин,фунгицид,ООО «Сингента»,1037739325271,II,III,29.01.2019,28.01.2029,Действует,0
682-03-4242-0,Ампир,ampir,ВР,360 г/л Глифосат кислоты (изопропиламинная соль),гербицид,ООО «НПК ХИМИЯ»,1197746012199,II,III,27.10.2023,26.10.2026,Действует,0
682-03-4376-0,Ампир Экстра,ampir-ekstra,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,ООО «НПК ХИМИЯ»,1197746012199,II,III,24.01.2024,23.01.2027,Действует,0
041-01-1427-1,Амплиго,ampligo,МКС,50 г/л лямбда-цигалотрин + 100 г/л Хлорантранилипрол,инсектицид,ООО «Сингента»,1037739325271,III,I,29.03.2017,28.03.2027,Действует,0
002-02-4974-0,Амплитуд,amplitud,СК,400 г/л Тирам + 30 г/л Дифеноконазол,фунгицид,"ООО «АГРУСХИМ""",1057747562509,II,-,05.08.2025,04.08.2028,Действует,0
297-02-10096-0,Анемон,anemon,КЭ,250 г/л Пропиконазол + 80 г/л Ципроконазол,фунгицид,ООО «Франдеса»,,III,II,25.08.2026,24.08.2029,Действует,0
297-02-664-1,Анемон,anemon,КЭ,250 г/л Пропиконазол + 80 г/л Ципроконазол,фунгицид,ООО «Франдеса»,,III,III,19.05.2015,18.05.2025,Не действует,0
070-02-3864-1,Анкер Трио,anker-trio,КС,60 г/л Тиабендазол + 60 г/л Тебуконазол + 40 г/л Имазалил,фунгицид,ООО «АГРОМИР»,1187746148424,II,-,10.11.2022,09.11.2032,Действует,0
111-03-2523-1,Анкор-85,ankor-85,ВДГ,750 г/кг Сульфометурон-метила кислота (калиевая соль),гербицид,ООО «Гербицид Первый»,1187746605903,III,III,07.02.2020,27.03.2026,Действует,1
184-02-9700-1,Анонс,anons,КС,175 г/л Протиоконазол + 150 г/л Трифлоксистробин,фунгицид,ООО «Агрорус и Ко»,,III,III,02.12.2025,01.12.2035,Действует,0
010-02-2190-1,Ансамбль,ansambl,КС,25 г/л Тиабендазол + 25 г/л Флутриафол,фунгицид,ООО «ЛИСТЕРРА»,1057749556930,II,-,05.04.2019,04.04.2029,Действует,0
050(360)-03-3156-1,Антарес,antares,ВК,"500 г/л МЦПА кислоты (смесь диметиламинной, калиевой, натриевой солей)",гербицид,"ЗАО «ФМРус», ООО «АГРОХИМИНВЕСТ","1097746208207, 1027743011207",II,III,21.05.2021,20.05.2031,Действует,0
156-07-2120-1,Антивылегач,antivylegach,ВР,675 г/л Хлормекватхлорид,регулятор роста,ООО «АДАМА РУС»,1062310039934,III,III,22.02.2019,21.02.2029,Действует,0
126-06-3845-1,Антимышин,antimyshin,Г,"2,5 г/л Бродифакум",родентицид,ООО «Шанс»,1093668046812,II,-,27.10.2022,26.10.2032,Действует,0
560-01-2329-1,Антитлин,antitlin,П,9 г/кг Никотин,инсектицид,ЗАО «КОСТРОМСКОЙ ХИМЗАВОД»,1024400511970,III,III,24.07.2019,23.07.2029,Действует,1
019-02-2981-1,Антракол,antrakol,ВДГ,700 г/кг Пропинеб,фунгицид,Байер КропСайенс АГ,,II,III,21.01.2021,20.01.2031,Действует,0
197-02-9753-0,Аншлаг,anshlag,КС,500 г/л хлороталонил,фунгицид,"ООО ""АГРОХИМ-XXI""",5067746338150,II,III,13.01.2026,12.01.2029,Действует,0
018-01-3914-1,Апекс,apeks,МКЭ,100 г/л Пирипроксифен,инсектицид,АО «Щелково Агрохим»,1025006519427,III,III,19.12.2022,18.12.2032,Действует,1
018-02-10052-0,Апогей,apogey,КС,400 г/л Тирам,фунгицид,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,III,III,29.07.2026,28.07.2029,Действует,0
156-01-4643-1,Аполло,apollo,КС,500 г/л Клофентезин,инсектицид,ООО «АДАМА РУС»,1062310039934,III,III,23.07.2024,22.07.2034,Действует,1
782-01-3477-1,Апплауд,applaud,СП,250 г/кг Бупрофезин,инсектицид,Ничино Юроп Ко. Лтд.,,III,III,25.01.2022,24.01.2032,Действует,0
156-03-2023-1,Априори,apriori,ВДГ,570 г/кг Мезотрион + 230 г/кг никосульфурон,гербицид,ООО «АДАМА РУС»,1062310039934,III,III,25.10.2018,24.10.2028,Действует,0
126-03-4496-1,Апроватор,aprovator,КЭ,"45 г/л Пиноксаден + 11,25 г/л антидот -клоквинтосет-мексил",гербицид,ООО «Шанс»,1093668046812,II,III,01.04.2024,31.03.2034,Действует,0
126-03-9718-0,Апроватор Ультра,aprovator-ultra,КЭ,"68 г/л Клодинафоп-пропаргил + 54,5 г/л Пиноксаден + 31 г/л антидот клоквинтосет-мексил",гербицид,"ООО ""ШАНС""",1093668046812,II,III,10.12.2025,09.12.2028,Действует,0
041-02-2975-1,Апрон Голд,apron-gold,ВЭ,350 г/л Мефеноксам,фунгицид,ООО «Сингента»,1037739325271,III,-,13.01.2021,12.01.2031,Действует,0
869-03-4765-1,Апстейдж,apsteydzh,МКС,360 г/л кломазон,гербицид,ЮПЛ Холдингс Кооператив Ю.А.,,III,III,23.12.2024,22.12.2034,Действует,0
184(026)-03-3474-1,Арабеск,arabesk,СЭ,"410 г/л 2,4-Д кислоты (2-этилгексиловый эфир) + 7,4 г/л флорасулам",гербицид,"+ 7,4 г/л флорасулам) ООО «Агрорус и Ко», Агрия АД",,II,III,17.01.2022,16.01.2032,Действует,0
082-03-924-1,Арбалет,arbalet,СЭ,"300 г/л 2,4-Д кислоты (2-этилгексиловый эфир) + 6,25 г/л флорасулам",гербицид,"+ 6,25 г/л флорасулам) ООО «Интер Групп»",1084312000420,II,III,24.12.2015,23.12.2025,Не действует,0
082-03-9761-0,Арбалет,arbalet,СЭ,"300 г/л 2,4-Д кислота (2-этилгексиловый эфир) + 6,25 г/л флорасулам",гербицид,"+ 6,25 г/л флорасулам) ООО ""ИНТЕР ГРУПП""",1084312000420,II,III,16.01.2026,15.01.2029,Действует,0
966-03-4835-0,Арби-С,arbi-s,СП,500 г/кг трифлусульфурон-метил,гербицид,ООО «КРОПЭКС»,1037706002773,III,III,25.03.2025,24.03.2028,Действует,0
489-03-2982-1,Арбитр АГ,arbitr-ag,СП,500 г/кг трифлусульфурон-метил,гербицид,ООО «ЭфЭмСи»,1037706002773,III,III,21.01.2021,20.01.2031,Действует,0
054-03-2481-1,Арбонал,arbonal,ВК,250 г/л Имазапир,гербицид,ООО «Новокеми»,,III,III,21.11.2019,20.11.2029,Действует,0
050-03-3457-1,Аргамак,argamak,ВДГ,750 г/кг трибенурон-метил,гербицид,ЗАО «ФМРус»,1097746208207,III,III,28.12.2021,27.12.2031,Действует,0
018-03-9714-1,Арго,argo,МЭ,80 г/л феноксапроп-П-этил + 24 г/л Клодинафоп-пропаргил + 30 г/л антидот мефенпир-диэтила,гербицид,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,II,III,09.12.2025,08.12.2035,Действует,0
018-03-3783-1,Арго Прим,argo-prim,МЭ,90 г/л феноксапроп-П-этил + 45 г/л Клодинафоп-пропаргил + 40 г/л антидот -клоквинтосет-мексил,гербицид,АО «Щелково Агрохим»,1025006519427,III,III,09.09.2022,08.09.2032,Действует,0
607-03-4064-0,Аргумент,argument,ВР,360 г/л Глифосат кислоты (изопропиламинная соль),гербицид,Рейбоу Агросайенс Кфт.,,II,III,18.04.2023,17.04.2026,Не действует,0
871-03-4076-0,Аргумент Стар,argument-star,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,Рейбоу Агросайенс Кфт.,,III,III,26.04.2023,25.04.2026,Не действует,0
871-03-9887-0,Аргумент Стар,argument-star,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,Рейнбоу Агросайенсиз Кфт.,,II,III,08.04.2026,07.04.2029,Действует,0
046-03-4359-1,Аризон,arizon,МД,"75 г/л Мезотрион + 30 г/л никосульфурон + 3,5 г/л флорасулам",гербицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,III,III,15.01.2024,14.01.2034,Не действует,0
046-03-5068-1,Аризон,arizon,МД,"75 г/л Мезотрион + 30 г/л никосульфурон + 3,5 г/л флорасулам",гербицид,ООО «Техноэкспорт»,1125042005175,III,III,29.08.2025,14.01.2034,Действует,0
192-03-10034-0,Аристократ Супер,aristokrat-super,ВР,540 г/л Глифосата кислота (калиевая соль),гербицид,"ООО ГК ""ЗЕМЛЯКОФФ""",1037724060560,II,III,07.07.2026,06.07.2029,Действует,0
